JNI_File,NCOE,LRA1,NSL1,HCL1,MMM,TMS,UP,TMC,PEO1,ASMRV1,UNMI,UNMD,NURP1,NHE1,Changed
cloned_abidi/zstd-jni-v1.4.0-1/src/main/java/com/github/luben/zstd/Zstd.java,0,0,0,0,0,0,0,1,0,0,18,4,0,0,1
cloned_abidi/zstd-jni-v1.4.0-1/src/main/java/com/github/luben/zstd/ZstdDictCompress.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/java/com/github/luben/zstd/ZstdDictDecompress.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/java/com/github/luben/zstd/ZstdDirectBufferCompressingStream.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/java/com/github/luben/zstd/ZstdDirectBufferDecompressingStream.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/java/com/github/luben/zstd/ZstdInputStream.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cloned_abidi/zstd-jni-v1.4.0-1/src/main/java/com/github/luben/zstd/ZstdOutputStream.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloned_abidi/zstd-jni-v1.4.0-1/jni/jni.h,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/native/jni_directbuffercompress_zstd.c,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/native/jni_directbufferdecompress_zstd.c,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/native/jni_fast_zstd.c,2,0,0,0,0,0,0,0,8,0,0,0,0,2,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/native/jni_inputstream_zstd.c,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/native/jni_outputstream_zstd.c,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/native/jni_zdict.c,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
cloned_abidi/zstd-jni-v1.4.0-1/src/main/native/jni_zstd.c,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1
